models,acc,brier,ece,f1,nll,CalROCauc,CalPRauc,EnsVar,ClsVar,model_scores,ensemble_avg_type,num_params,ensemble_group,ensemble_size,ensemble_type,seed,dataset,data_type,architecture,binning
squeezenet1_0--vgg13--vgg13_bn--deepens_alexnet--65--69--70--79,0.49898,0.6828166175651151,0.1850530096074951,0.5078702155670244,2.4177964291955623,0.8184148035150464,0.8318434213070474,14219.172750702775,0.0001952653888194,,avg_logits,328450872,65--69--70--79,4,het,1,imagenet_c_fog_1,ood,,1
squeezenet1_0--vgg13--vgg13_bn--deepens_alexnet--65--69--70--79,0.5075,0.6841238532477358,0.2088743970288605,0.515027937592979,2.482083979331461,0.8275310912955415,0.8406625396744669,0.1155919796664165,0.0001456245073529,,avg_probs,328450872,65--69--70--79,4,het,1,imagenet_c_fog_1,ood,,1
FixResNet50_no_adaptation--densenet201--resnet152--resnext101_32x4d--2--10--43--53,0.65002,0.4711685384325815,0.0583715350740312,0.6503579854697837,1.5018466410067877,0.8525165516887316,0.9167707022670282,0.0744187249999091,0.0006120768182054,,no_avg,149941496,2--10--43--53,4,het,1,imagenet_c_fog_1,ood,,1
FixResNet50_no_adaptation--densenet201--resnet152--resnext101_32x4d--2--10--43--53,0.6984,0.4102511192640592,0.0303757139524207,0.6983551134477674,1.2434615061279743,0.8597243367560866,0.9348472894564568,967.6064364170976,0.0006296581348676,,avg_logits,149941496,2--10--43--53,4,het,1,imagenet_c_fog_1,ood,,1
FixResNet50_no_adaptation--densenet201--resnet152--resnext101_32x4d--2--10--43--53,0.69718,0.4153544946826497,0.0375533113459513,0.6961418681672487,1.2621278607380109,0.8559540368349179,0.9314635065669324,0.0744187249999091,0.0005562627696678,,avg_probs,149941496,2--10--43--53,4,het,1,imagenet_c_fog_1,ood,,1
densenet201--inceptionv3--se_resnet152--wide_resnet101_2--10--33--58--75,0.6392599999999999,0.4847964591511956,0.0419216714109079,0.6402051165737178,1.604063640273996,0.8453714687899521,0.90521565418398,0.0809687829295444,0.0005407395109599,,no_avg,240883760,10--33--58--75,4,het,1,imagenet_c_fog_1,ood,,1
densenet201--inceptionv3--se_resnet152--wide_resnet101_2--10--33--58--75,0.69696,0.4117634096936107,0.0253673317386525,0.6972039163348495,1.266395966814314,0.8594962281282756,0.9336155416288164,1226.2591339112992,0.0005830367333157,,avg_logits,240883760,10--33--58--75,4,het,1,imagenet_c_fog_1,ood,,1
densenet201--inceptionv3--se_resnet152--wide_resnet101_2--10--33--58--75,0.69674,0.4240698719540372,0.0866315808319331,0.6960301067252517,1.324064569894719,0.854545897720737,0.9292346072420066,0.0809687829295444,0.0004800129237627,,avg_probs,240883760,10--33--58--75,4,het,1,imagenet_c_fog_1,ood,,1
cafferesnet101--efficientnet-b0--resnet50_aws_baseline--deepens_resnet50--6--14--52--92,0.583315,0.5492367053807325,0.0659261334310405,0.5870804062085655,1.848125614729056,0.8395867899844904,0.8833256079647808,0.0790793986527594,0.0005044142180516,,no_avg,100951796,6--14--52--92,4,het,1,imagenet_c_fog_1,ood,,1
cafferesnet101--efficientnet-b0--resnet50_aws_baseline--deepens_resnet50--6--14--52--92,0.6365,0.4820899748142486,0.0233709031976622,0.6396842713903546,1.5218076144720734,0.8492101902706838,0.911033748296,1539.321831106435,0.0005394230893274,,avg_logits,100951796,6--14--52--92,4,het,1,imagenet_c_fog_1,ood,,1
cafferesnet101--efficientnet-b0--resnet50_aws_baseline--deepens_resnet50--6--14--52--92,0.63614,0.4899271563911631,0.0601175156707802,0.638238299726299,1.5670907462595052,0.8451650228475727,0.905943269685674,0.0790793986527594,0.0004451046342966,,avg_probs,100951796,6--14--52--92,4,het,1,imagenet_c_fog_1,ood,,1
FixResNet50_no_adaptation--resnet152--se_resnet50--se_resnext50_32x4d--2--43--59--61,0.63314,0.4933419679300488,0.053965035548717,0.6349216448917151,1.6201509150254745,0.842739155879182,0.9018860868205896,0.0791069849742806,0.0005505465780888,,no_avg,141397784,2--43--59--61,4,het,1,imagenet_c_fog_1,ood,,1
FixResNet50_no_adaptation--resnet152--se_resnet50--se_resnext50_32x4d--2--43--59--61,0.68654,0.4250674988868842,0.0249644199278979,0.6877349036033424,1.30428099124959,0.8564719300873278,0.9301920580069212,1442.9848012208247,0.0005929359718966,,avg_logits,141397784,2--43--59--61,4,het,1,imagenet_c_fog_1,ood,,1
FixResNet50_no_adaptation--resnet152--se_resnet50--se_resnext50_32x4d--2--43--59--61,0.68514,0.4340117291993383,0.0666772260435602,0.6851491802320642,1.3539398642688647,0.8522151391385662,0.9245582851757388,0.0791069849742806,0.0004912163345703,,avg_probs,141397784,2--43--59--61,4,het,1,imagenet_c_fog_1,ood,,1
densenet201--se_resnet50--se_resnext50_32x4d--deepens_resnet101--10--59--61--87,0.630395,0.4957618190239443,0.0482367801001786,0.6318449095815559,1.6337269620442816,0.8422958290217779,0.9001624818226557,0.0819913484603074,0.0005402720866263,,no_avg,120211032,10--59--61--87,4,het,1,imagenet_c_fog_1,ood,,1
densenet201--se_resnet50--se_resnext50_32x4d--deepens_resnet101--10--59--61--87,0.68692,0.423534836666363,0.0233420245399863,0.6874213859185566,1.2998414292021552,0.8562182793591555,0.9299291017378636,1414.460556316899,0.0005822902838638,,avg_logits,120211032,10--59--61--87,4,het,1,imagenet_c_fog_1,ood,,1
densenet201--se_resnet50--se_resnext50_32x4d--deepens_resnet101--10--59--61--87,0.68782,0.4342683076787137,0.0793917673015681,0.6875069423667999,1.353283397795522,0.8496537621224726,0.9239855931774722,0.0819913484603074,0.0004787785684624,,avg_probs,120211032,10--59--61--87,4,het,1,imagenet_c_fog_1,ood,,1
densenet201--resnext101_32x4d--wide_resnet101_2--deepens_resnet101--10--53--75--87,0.6407499999999999,0.4828007824398919,0.0594571177691415,0.6415058794282613,1.560676856642845,0.8511331047260164,0.9124027806506356,0.0834789310422336,0.0006024563562785,,no_avg,235627512,10--53--75--87,4,het,1,imagenet_c_fog_1,ood,,1
densenet201--resnext101_32x4d--wide_resnet101_2--deepens_resnet101--10--53--75--87,0.69424,0.4142211978914362,0.0288505733928588,0.6944365936945285,1.2622902178576467,0.8604936662270172,0.9337710343715075,981.132202637154,0.0006221498938264,,avg_logits,235627512,10--53--75--87,4,het,1,imagenet_c_fog_1,ood,,1
