,models,filepaths,labelpaths,acc,nll,brier,qunc,hyperparameters,seed,npz_flag,train_set,test_set,model_family
95,shufflenetv2_0_5,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_0_5/run_2.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.8819,0.3860814929562587,0.1775642424448964,0.10465831,[None],2,cifar10,cifar10,cifar10,Neural Network
96,shufflenetv2_0_5,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_0_5/run_3.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.8862,0.381011702000763,0.1739107025886462,0.103768215,[None],3,cifar10,cifar10,cifar10,Neural Network
97,shufflenetv2_1,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_1/run_0.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9044,0.35190489269700437,0.14724348600375686,0.063830554,[None],0,cifar10,cifar10,cifar10,Neural Network
98,shufflenetv2_1,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_1/run_1.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9058,0.34203372681219735,0.14488886621013317,0.0652015,[None],1,cifar10,cifar10,cifar10,Neural Network
99,shufflenetv2_1,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_1/run_2.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9049,0.340119909750494,0.14856513208832883,0.06803153,[None],2,cifar10,cifar10,cifar10,Neural Network
100,shufflenetv2_1,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_1/run_3.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9087,0.3459336616961981,0.14579543558515298,0.06453133,[None],3,cifar10,cifar10,cifar10,Neural Network
101,shufflenetv2_1,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_1/run_4.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9083,0.33546718116645013,0.14413266330993157,0.06533915,[None],4,cifar10,cifar10,cifar10,Neural Network
102,shufflenetv2_1_5,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_1_5/run_0.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.911,0.3495631221136474,0.14179514621178343,0.057826642,[None],0,cifar10,cifar10,cifar10,Neural Network
103,shufflenetv2_1_5,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_1_5/run_1.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9131,0.35046834837269053,0.1393408122967016,0.053376447,[None],1,cifar10,cifar10,cifar10,Neural Network
104,shufflenetv2_1_5,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_1_5/run_2.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9119,0.3463429994857509,0.1403307147822247,0.056191657,[None],2,cifar10,cifar10,cifar10,Neural Network
